date,income,price
2016-09-20,1402824,3939
2016-09-21,1402824,3806
2016-09-22,1402824,3760
2016-09-23,1402824,3699
2016-09-26,1402824,3286
2016-09-27,1402824,3197
2016-09-28,1402824,3162
2016-09-29,1402824,3133
2016-09-30,1402824,3081
2016-10-04,1402824,2883
2016-10-05,1402824,2905
2016-10-06,1402824,2967
2016-10-07,1402824,3047
2016-10-10,1402824,2955
2016-10-11,1402824,2926
2016-10-12,1402824,2992
2016-10-13,1402824,3062
2016-10-14,1402824,3103
2016-10-17,1402824,3579
2016-10-18,1402824,3638
2016-10-19,1402824,3635
2016-10-20,1402824,3634
2016-10-21,1402824,3624
2016-10-24,1402824,3576
2016-10-25,1402824,3571
2016-10-26,1402824,3565
2016-10-27,1402824,3590
2016-10-28,1402824,3662
2016-10-31,1402824,3964
2016-11-01,1402824,4077
2016-11-02,1402824,4145
2016-11-03,1402824,4185
2016-11-04,1402824,4233
2016-11-07,1402824,4258
2016-11-08,1402824,4193
2016-11-09,1402824,4148
2016-11-10,1402824,4112
2016-11-11,1402824,4087
2016-11-14,1402824,4154
2016-11-15,1402824,4151
2016-11-16,1402824,4148
2016-11-17,1402824,4206
2016-11-18,1402824,4292
2016-11-21,1402824,4360
2016-11-22,1402824,4392
2016-11-23,1402824,4409
2016-11-24,1402824,4404
2016-11-25,1402824,4372
2016-11-28,1402824,4361
2016-11-29,1402824,4474
2016-11-30,1402824,4648
2016-12-01,1402824,4717
2016-12-05,1402824,4906
2016-12-06,1402824,5005
2016-12-07,1402824,5037
2016-12-08,1402824,5000
2016-12-09,1402824,4979
2016-12-12,1402824,4817
2016-12-13,1402824,4789
2016-12-14,1402824,4781
2016-12-15,1402824,4763
2016-12-16,1402824,4771
2016-12-19,1402824,5103
2016-12-20,1402824,5049
2016-12-21,1402824,5053
2016-12-22,1402824,5165
2016-12-23,1402824,5224
2016-12-26,1402824,5359
2016-12-27,1402824,5413
2016-12-28,1402824,5327
2016-12-29,1402824,5256
2016-12-30,1402824,5265
2017-01-02,1049125,5351
2017-01-03,1049125,5606
2017-01-04,1049125,5766
2017-01-05,1049125,5873
2017-01-06,1049125,6000
2017-01-09,1049125,5967
2017-01-10,1049125,5996
2017-01-11,1049125,6050
2017-01-12,1049125,6029
2017-01-13,1049125,6032
2017-01-16,1049125,5941
2017-01-17,1049125,5931
2017-01-18,1049125,5936
2017-01-19,1049125,5982
2017-01-20,1049125,6018
2017-01-23,1049125,6215
2017-01-24,1049125,6374
2017-01-25,1049125,6647
2017-01-26,1049125,6810
2017-01-31,1049125,8288
2017-02-01,1049125,8348
2017-02-02,1049125,8547
2017-02-03,1049125,8759
2017-02-06,1049125,8472
2017-02-07,1049125,8277
2017-02-08,1049125,8093
2017-02-09,1049125,8115
2017-02-10,1049125,8238
2017-02-13,1049125,8601
2017-02-14,1049125,8732
2017-02-15,1049125,8831
2017-02-16,1049125,9098
2017-02-17,1049125,9249
2017-02-20,1049125,9277
2017-02-21,1049125,9454
2017-02-22,1049125,9608
2017-02-23,1049125,9594
2017-02-24,1049125,9537
2017-02-27,1049125,9600
2017-02-28,1049125,9526
2017-03-02,1049125,9483
2017-03-03,1049125,9485
2017-03-06,1049125,9641
2017-03-07,1049125,9499
2017-03-08,1049125,9345
2017-03-09,1049125,9199
2017-03-10,1049125,9008
2017-03-13,1049125,7759
2017-03-14,1049125,7410
2017-03-15,1049125,7206
2017-03-16,1049125,7069
2017-03-17,1049125,6947
2017-03-20,1049125,6476
2017-03-21,1049125,6277
2017-03-22,1049125,6172
2017-03-23,1049125,6175
2017-03-24,1049125,5976
2017-03-27,1049125,5386
2017-03-28,1049125,5235
2017-03-29,1049125,5149
2017-03-30,1049125,5053
2017-03-31,1049125,4946
2017-04-03,1049125,4958
2017-04-04,1049125,5020
2017-04-05,1049125,4980
2017-04-06,1049125,4830
2017-04-07,1049125,4675
2017-04-10,1049125,4512
2017-04-11,1049125,4462
2017-04-12,1049125,4405
2017-04-13,1049125,4406
2017-04-14,1049125,4469
2017-04-17,1049125,4570
2017-04-18,1049125,4624
2017-04-19,1049125,4641
2017-04-20,1049125,4636
2017-04-21,1049125,4649
2017-04-24,1049125,4739
2017-04-25,1049125,4751
2017-04-26,1049125,4780
2017-04-27,1049125,4865
2017-04-28,1049125,4948
2017-05-02,1049125,5188
2017-05-04,1049125,5468
2017-05-08,1049125,5360
2017-05-10,1049125,5277
2017-05-11,1049125,5209
2017-05-12,1049125,5081
2017-05-15,1049125,4647
2017-05-16,1049125,4546
2017-05-17,1049125,4437
2017-05-18,1049125,4383
2017-05-19,1049125,4302
2017-05-22,1049125,4255
2017-05-23,1049125,4228
2017-05-24,1049125,4183
2017-05-25,1049125,4145
2017-05-26,1049125,4108
2017-05-29,1049125,3958
2017-05-30,1049125,3876
2017-05-31,1049125,3876
2017-06-01,1049125,3878
2017-06-02,1049125,3824
2017-06-05,1049125,3758
2017-06-07,1049125,3784
2017-06-08,1049125,3796
2017-06-09,1049125,3788
2017-06-12,1049125,3661
2017-06-13,1049125,3559
2017-06-14,1049125,3506
2017-06-15,1049125,3462
2017-06-16,1049125,3485
2017-06-19,1049125,3608
2017-06-20,1049125,3633
2017-06-21,1049125,3674
2017-06-22,1049125,3666
2017-06-23,1049125,3632
2017-06-26,1049125,3471
2017-06-27,1049125,3432
2017-06-28,1049125,3439
2017-06-29,1049125,3475
2017-06-30,1049125,3492
2017-07-03,1049125,3455
2017-07-04,1049125,3473
2017-07-05,1049125,3495
2017-07-06,1049125,3489
2017-07-07,1049125,3467
2017-07-10,1049125,3595
2017-07-11,1049125,3658
2017-07-12,1049125,3697
2017-07-13,1049125,3745
2017-07-14,1049125,3804
2017-07-17,1049125,3923
2017-07-18,1049125,3924
2017-07-19,1049125,3982
2017-07-20,1049125,3913
2017-07-21,1049125,3801
2017-07-24,1049125,3619
2017-07-25,1049125,3672
2017-07-26,1049125,3730
2017-07-27,1049125,3762
2017-07-28,1049125,3757
2017-07-31,1049125,3774
2017-08-01,1049125,3688
2017-08-02,1049125,3623
2017-08-03,1049125,3590
2017-08-04,1049125,3523
2017-08-07,1049125,3688
2017-08-08,1049125,3601
2017-08-09,1049125,3464
2017-08-10,1049125,3362
2017-08-11,1049125,3486
2017-08-14,1049125,3644
2017-08-16,1049125,3706
2017-08-17,1049125,3626
2017-08-18,1049125,3574
2017-08-21,1049125,3644
2017-08-22,1049125,3677
2017-08-23,1049125,3673
2017-08-24,1049125,3692
2017-08-25,1049125,3777
2017-08-28,1049125,4389
2017-08-29,1049125,4612
2017-08-30,1049125,4812
2017-08-31,1049125,4872
2017-09-01,1049125,4851
2017-09-04,1049125,5083
2017-09-05,1049125,5092
2017-09-06,1049125,5160
2017-09-07,1049125,5252
2017-09-08,1049125,5282
2017-09-11,1049125,5376
2017-09-12,1049125,5423
2017-09-13,1049125,5547
2017-09-14,1049125,5731
2017-09-15,1049125,5740
2017-09-18,1049125,5428
2017-09-19,1049125,5343
2017-09-20,1049125,5242
2017-09-21,1049125,5063
2017-09-22,1049125,4880
2017-09-25,1049125,4367
2017-09-26,1049125,4217
2017-09-27,1049125,4050
2017-09-28,1049125,3995
2017-09-29,1049125,3913
2017-10-10,1049125,2955
2017-10-11,1049125,2926
2017-10-12,1049125,2992
2017-10-13,1049125,3062
2017-10-16,1049125,3413
2017-10-17,1049125,3579
2017-10-18,1049125,3638
2017-10-19,1049125,3624
2017-10-20,1049125,3609
2017-10-23,1049125,3547
2017-10-24,1049125,3544
2017-10-25,1049125,3567
2017-10-26,1049125,3573
2017-10-27,1049125,3633
2017-10-30,1049125,3937
2017-10-31,1049125,4077
2017-11-01,1049125,4209
2017-11-02,1049125,4305
2017-11-03,1049125,4440
2017-11-06,1049125,4652
2017-11-07,1049125,4670
2017-11-08,1049125,4724
2017-11-09,1049125,4735
2017-11-10,1049125,4775
2017-11-13,1049125,5012
2017-11-14,1049125,5083
2017-11-15,1049125,5117
2017-11-16,1049125,5110
2017-11-17,1049125,5126
2017-11-20,1049125,5128
2017-11-21,1049125,5103
2017-11-22,1049125,5083
2017-11-23,1049125,5066
2017-11-24,1049125,5054
2017-11-27,1049125,5004
2017-11-28,1049125,4991
2017-11-29,1049125,4974
2017-11-30,1049125,5006
2017-12-04,1049125,4976
2017-12-05,1049125,4981
2017-12-06,1049125,4953
2017-12-07,1049125,4935
2017-12-08,1049125,4837
2017-12-11,1049125,4558
2017-12-12,1049125,4509
2017-12-13,1049125,4481
2017-12-14,1049125,4499
2017-12-15,1049125,4569
2017-12-18,1049125,5041
2017-12-19,1049125,5149
2017-12-20,1049125,5181
2017-12-21,1049125,5257
2017-12-22,1049125,5435
2017-12-26,1049125,5820
2017-12-27,1049125,5964
2017-12-28,1049125,5951
2017-12-29,1049125,5929
2018-01-02,1071501,5875
2018-01-03,1071501,6022
2018-01-04,1071501,6048
2018-01-05,1071501,5965
2018-01-08,1071501,5881
2018-01-09,1071501,5791
2018-01-10,1071501,5727
2018-01-11,1071501,5706
2018-01-12,1071501,5727
2018-01-15,1071501,5787
2018-01-16,1071501,5829
2018-01-17,1071501,5971
2018-01-18,1071501,6157
2018-01-19,1071501,6346
2018-01-22,1071501,6843
2018-01-23,1071501,6851
2018-01-24,1071501,6962
2018-01-25,1071501,7052
2018-01-26,1071501,7129
2018-01-29,1071501,7893
2018-01-30,1071501,8337
2018-01-31,1071501,8465
2018-02-01,1071501,8442
2018-02-02,1071501,8581
2018-02-05,1071501,8656
2018-02-06,1071501,8472
2018-02-07,1071501,8277
2018-02-08,1071501,8083
2018-02-09,1071501,8033
2018-02-12,1071501,8431
2018-02-13,1071501,8600
2018-02-14,1071501,8625
2018-02-19,1071501,8117
2018-02-20,1071501,8071
2018-02-21,1071501,8216
2018-02-22,1071501,8416
2018-02-23,1071501,8491
2018-02-26,1071501,8497
2018-02-27,1071501,8571
2018-02-28,1071501,8634
2018-03-02,1071501,8563
2018-03-05,1071501,8844
2018-03-06,1071501,8716
2018-03-07,1071501,8454
2018-03-08,1071501,8134
2018-03-09,1071501,7846
2018-03-12,1071501,6819
2018-03-13,1071501,6423
2018-03-14,1071501,6073
2018-03-15,1071501,5918
2018-03-16,1071501,5862
2018-03-19,1071501,5745
2018-03-20,1071501,5750
2018-03-21,1071501,5597
2018-03-22,1071501,5472
2018-03-23,1071501,5464
2018-03-26,1071501,5109
2018-03-27,1071501,5043
2018-03-28,1071501,4965
2018-03-29,1071501,4861
2018-03-30,1071501,4798
2018-04-02,1071501,4726
2018-04-03,1071501,4657
2018-04-04,1071501,4588
2018-04-05,1071501,4556
2018-04-06,1071501,4553
2018-04-09,1071501,4385
2018-04-10,1071501,4508
2018-04-11,1071501,4589
2018-04-12,1071501,4619
2018-04-13,1071501,4723
2018-04-16,1071501,4941
2018-04-17,1071501,5000
2018-04-18,1071501,5057
2018-04-19,1071501,5068
2018-04-20,1071501,5064
2018-04-23,1071501,5088
2018-04-24,1071501,5090
2018-04-25,1071501,5076
2018-04-26,1071501,5101
2018-04-27,1071501,5142
2018-04-30,1071501,5268
2018-05-02,1071501,5319
2018-05-03,1071501,5371
2018-05-04,1071501,5450
2018-05-08,1071501,5306
2018-05-09,1071501,5269
2018-05-10,1071501,5249
2018-05-11,1071501,5168
2018-05-14,1071501,4659
2018-05-15,1071501,4547
2018-05-16,1071501,4445
2018-05-17,1071501,4333
2018-05-18,1071501,4268
2018-05-21,1071501,4135
2018-05-23,1071501,4147
2018-05-24,1071501,4174
2018-05-25,1071501,4189
2018-05-28,1071501,4103
2018-05-29,1071501,4043
2018-05-30,1071501,4021
2018-05-31,1071501,4053
2018-06-01,1071501,4066
2018-06-04,1071501,3907
2018-06-05,1071501,3948
2018-06-07,1071501,3978
2018-06-08,1071501,3998
2018-06-11,1071501,3872
2018-06-12,1071501,3775
2018-06-14,1071501,3561
2018-06-15,1071501,3545
2018-06-18,1071501,3658
2018-06-19,1071501,3659
2018-06-20,1071501,3679
2018-06-21,1071501,3720
2018-06-22,1071501,3701
2018-06-25,1071501,3617
2018-06-26,1071501,3630
2018-06-27,1071501,3623
2018-06-28,1071501,3640
2018-06-29,1071501,3652
2018-07-02,1071501,3673
2018-07-03,1071501,3623
2018-07-04,1071501,3618
2018-07-05,1071501,3631
2018-07-06,1071501,3644
2018-07-09,1071501,3694
2018-07-10,1071501,3800
2018-07-11,1071501,3915
2018-07-12,1071501,3992
2018-07-13,1071501,4049
2018-07-16,1071501,4247
2018-07-17,1071501,4244
2018-07-18,1071501,4266
2018-07-19,1071501,4307
2018-07-20,1071501,4251
2018-07-23,1071501,4069
2018-07-24,1071501,4078
2018-07-25,1071501,4135
2018-07-26,1071501,4241
2018-07-27,1071501,4326
2018-07-30,1071501,4391
2018-07-31,1071501,4450
2018-08-01,1071501,4411
2018-08-02,1071501,4343
2018-08-03,1071501,4226
2018-08-06,1071501,4042
2018-08-07,1071501,3856
2018-08-08,1071501,3635
2018-08-09,1071501,3464
2018-08-10,1071501,3362
2018-08-13,1071501,3553
2018-08-14,1071501,3577
2018-08-16,1071501,3630
2018-08-17,1071501,3660
2018-08-20,1071501,3856
2018-08-21,1071501,3904
2018-08-22,1071501,3988
2018-08-23,1071501,4040
2018-08-24,1071501,4108
2018-08-27,1071501,4584
2018-08-28,1071501,4768
2018-08-29,1071501,5020
2018-08-30,1071501,5192
2018-08-31,1071501,5221
2018-09-03,1071501,5430
2018-09-04,1071501,5525
2018-09-05,1071501,5576
2018-09-06,1071501,5666
2018-09-07,1071501,5697
2018-09-10,1071501,5724
2018-09-11,1071501,5720
2018-09-12,1071501,5676
2018-09-13,1071501,5676
2018-09-14,1071501,5758
2018-09-17,1071501,5433
2018-09-18,1071501,5238
2018-09-19,1071501,5132
2018-09-20,1071501,5091
2018-09-21,1071501,5034
2018-09-27,1071501,3977
2018-09-28,1071501,3887
2018-10-01,1071501,3501
2018-10-02,1071501,3420
2018-10-04,1071501,3392
2018-10-05,1071501,3391
2018-10-08,1071501,3353
2018-10-10,1071501,3296
2018-10-11,1071501,3176
2018-10-12,1071501,3053
2018-10-15,1071501,3031
2018-10-16,1071501,3095
2018-10-17,1071501,3133
2018-10-18,1071501,3156
2018-10-19,1071501,3189
2018-10-22,1071501,3225
2018-10-23,1071501,3197
2018-10-24,1071501,3196
2018-10-25,1071501,3187
2018-10-26,1071501,3172
2018-10-29,1071501,3376
2018-10-30,1071501,3502
2018-10-31,1071501,3653
2018-11-01,1071501,3814
2018-11-02,1071501,3959
2018-11-05,1071501,4337
2018-11-06,1071501,4376
2018-11-07,1071501,4446
2018-11-08,1071501,4526
2018-11-09,1071501,4503
2018-11-12,1071501,4593
2018-11-13,1071501,4663
2018-11-14,1071501,4678
2018-11-15,1071501,4637
2018-11-16,1071501,4602
2018-11-19,1071501,4621
2018-11-20,1071501,4577
2018-11-21,1071501,4524
2018-11-22,1071501,4472
2018-11-23,1071501,4404
2018-11-26,1071501,4236
2018-11-27,1071501,4227
2018-11-28,1071501,4181
2018-11-29,1071501,4125
2018-11-30,1071501,4115
2018-12-03,1071501,3996
2018-12-04,1071501,3980
2018-12-05,1071501,3986
2018-12-06,1071501,3980
2018-12-10,1071501,3873
2018-12-11,1071501,3898
2018-12-12,1071501,3904
2018-12-13,1071501,3887
2018-12-14,1071501,3897
2018-12-17,1071501,4223
2018-12-18,1071501,4367
2018-12-19,1071501,4447
2018-12-20,1071501,4468
2018-12-21,1071501,4533
2018-12-24,1071501,4827
2018-12-26,1071501,4832
2018-12-27,1071501,4950
2018-12-28,1071501,5007
2018-12-31,1071501,4823
2019-01-02,1128285,4839
2019-01-03,1128285,4980
2019-01-04,1128285,4998
2019-01-07,1128285,5039
2019-01-08,1128285,5065
2019-01-09,1128285,5040
2019-01-10,1128285,4980
2019-01-11,1128285,4955
2019-01-14,1128285,5069
2019-01-15,1128285,5166
2019-01-16,1128285,5335
2019-01-17,1128285,5568
2019-01-18,1128285,5913
2019-01-21,1128285,6708
2019-01-22,1128285,6843
2019-01-23,1128285,6923
2019-01-24,1128285,6960
