날짜,지점,강수량(mm)
2018-12-27,100,
2018-12-28,100,
2018-12-29,100,
2018-12-30,100,
2018-12-31,100,
,,
,,
,,
,,
,,
,,
,,
