날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2018-08-04,100,26.1,21.8,31.2
2018-08-05,100,25,21.2,30.9
2018-08-06,100,21.4,20.1,22.6
2018-08-07,100,22.2,19.7,27.6
2018-08-08,100,22.5,19.8,27.1
2018-08-09,100,21.8,19.8,27.8
2018-08-10,100,21,19.3,23.6
2018-08-11,100,20.8,18.7,23.5
2018-08-12,100,21.6,16.1,26
2018-08-13,100,24.5,21.3,30.8
2018-08-14,100,23.2,19.6,29
2018-08-15,100,22.7,18.4,27.3
2018-08-16,100,18.8,15.6,22.7
2018-08-17,100,16.8,14.7,19.2
2018-08-18,100,17.1,10.9,25.1
2018-08-19,100,18,13.6,23.6
2018-08-20,100,19.8,14.1,25.3
2018-08-21,100,21.1,17.2,23.8
2018-08-22,100,20.7,15.1,26
2018-08-23,100,21.1,19,22.4
2018-08-24,100,21.2,19,22.7
2018-08-25,100,19.7,18.1,22.1
2018-08-26,100,17.5,15.3,22.5
2018-08-27,100,18.2,16.2,21.5
2018-08-28,100,18.4,13.4,22.4
2018-08-29,100,20.4,17.4,23.6
2018-08-30,100,21.8,19.7,24.5
2018-08-31,100,18.6,14.7,24.3
2018-09-01,100,16.1,13.5,19.3
2018-09-02,100,15.5,10.1,19.8
2018-09-03,100,18.7,16,23.2
2018-09-04,100,18.8,16,23.2
2018-09-05,100,17.9,14.5,21.6
2018-09-06,100,17.9,12.7,21.9
2018-09-07,100,15.7,10.3,19.6
2018-09-08,100,13,8.1,20.1
2018-09-09,100,13.4,5.6,18.7
2018-09-10,100,12.9,8.3,16.6
2018-09-11,100,12.1,7.1,16.4
2018-09-12,100,13.8,10.2,17.3
2018-09-13,100,14.7,11.2,20.3
2018-09-14,100,15.1,10.5,17.3
2018-09-15,100,17.1,14.8,19.9
2018-09-16,100,17.1,15.4,20.2
2018-09-17,100,16.3,10.9,21.1
2018-09-18,100,14.1,7.7,21.5
2018-09-19,100,15.4,9.7,21.5
2018-09-20,100,13.8,12.5,15.5
2018-09-21,100,14,13.2,14.8
2018-09-22,100,14.6,9.5,19.1
2018-09-23,100,12.9,8.2,19.4
2018-09-24,100,10.4,4.7,16.6
2018-09-25,100,9.7,1.8,15.5
2018-09-26,100,11.1,8.6,14.1
2018-09-27,100,9.9,4.7,14.3
2018-09-28,100,9.1,3,14.7
2018-09-29,100,11.3,4.9,16.9
2018-09-30,100,12.3,7.6,20.6
2018-10-01,100,8.9,5.9,12.5
2018-10-02,100,8.4,2.5,15.8
2018-10-03,100,9,0.5,17.5
2018-10-04,100,10.8,2.7,15.8
2018-10-05,100,12.4,11.8,12.9
2018-10-06,100,13.6,11.8,15
2018-10-07,100,13.1,8.6,18.6
2018-10-08,100,7.6,1.4,14.8
2018-10-09,100,8.4,0.9,15.2
2018-10-10,100,7.9,3.1,11.1
2018-10-11,100,3.9,-1,9.1
2018-10-12,100,3.8,-3,12.1
2018-10-13,100,5.1,-2.7,14.3
2018-10-14,100,7.4,1.2,15
2018-10-15,100,8.2,1.7,16.2
2018-10-16,100,7.6,1.2,12.9
2018-10-17,100,7.4,5.7,9.9
2018-10-18,100,6.3,4.8,8.1
2018-10-19,100,6.3,-0.1,11.3
2018-10-20,100,5.4,-2.5,16.3
2018-10-21,100,5.7,-2.7,18.2
2018-10-22,100,7.6,-1,16.8
2018-10-23,100,7.6,2.1,12.3
2018-10-24,100,6.9,0.9,14.9
2018-10-25,100,6,-2.1,16.8
2018-10-26,100,7.4,1.9,10.8
2018-10-27,100,3.5,0.7,6.7
2018-10-28,100,3.1,0.6,5.8
2018-10-29,100,2.7,0.3,6.8
2018-10-30,100,1,-4.5,7.4
2018-10-31,100,2,-3.2,10
2018-11-01,100,1.3,-6.6,11.5
2018-11-02,100,3.3,-5.1,14.3
2018-11-03,100,5.3,-4,16.8
2018-11-04,100,4.4,-3.9,16.7
2018-11-05,100,5.2,-2.7,12.1
2018-11-06,100,7.6,2.9,14.7
2018-11-07,100,7.8,6.8,9.2
2018-11-08,100,8.7,6.6,13.6
2018-11-09,100,6.8,5.3,11.9
2018-11-10,100,6.8,1.1,11.2
2018-11-11,100,3.9,-3,10.5
2018-11-12,100,3.1,-2.4,7.4
2018-11-13,100,3.9,1.4,7.4
2018-11-14,100,2.1,-2.1,7
2018-11-15,100,2.6,-2.8,11
2018-11-16,100,4.9,-1.2,10.4
2018-11-17,100,1.8,-2.2,7.5
2018-11-18,100,2,-1.8,7.1
2018-11-19,100,1.7,-4.6,7.1
2018-11-20,100,2,-5.5,7.6
2018-11-21,100,1.7,-3,5.7
2018-11-22,100,-3.2,-6.4,0.8
2018-11-23,100,-4.2,-9.2,1.4
2018-11-24,100,-1.8,-8.3,1.4
2018-11-25,100,1,-2.6,4.1
2018-11-26,100,2.1,-6.3,9.9
2018-11-27,100,4.5,1.3,7.1
2018-11-28,100,-0.1,-5.9,7.7
2018-11-29,100,-1.6,-7.5,5
2018-11-30,100,-1.4,-9,5
2018-12-01,100,0.1,-5.8,5.7
2018-12-02,100,1.8,-6.7,10
2018-12-03,100,6.1,-1,11.1
2018-12-04,100,6.2,-0.4,10.1
2018-12-05,100,-1.5,-6.4,2.5
2018-12-06,100,-0.9,-3.6,3.6
2018-12-07,100,-10.8,-14.4,-3.6
2018-12-08,100,-12.5,-15.1,-8.5
2018-12-09,100,-10.9,-17.9,-4
2018-12-10,100,-9.1,-17.1,0.6
2018-12-11,100,-5.9,-11.3,-1.7
2018-12-12,100,-8.1,-13.6,-2.3
2018-12-13,100,-7.1,-12.9,-3.6
2018-12-14,100,-12,-19.5,-2.3
2018-12-15,100,-8.3,-20,0.8
2018-12-16,100,-3.3,-6.2,-1.5
2018-12-17,100,-2.4,-4.7,-0.7
2018-12-18,100,-2.6,-7.8,0.3
2018-12-19,100,0.6,-1,2.7
2018-12-20,100,-1.9,-8,5.9
2018-12-21,100,-0.4,-10.1,8.5
2018-12-22,100,1.9,-3.5,7.3
2018-12-23,100,-0.1,-6.2,4.8
2018-12-24,100,-6.4,-10.9,-0.9
2018-12-25,100,-4.1,-10.7,0.3
2018-12-26,100,-3,-7.4,1.4
2018-12-27,100,-12.5,-16.9,-7.2
2018-12-28,100,-14.3,-19.6,-7.5
2018-12-29,100,-12.5,-16.3,-7.4
2018-12-30,100,-11.7,-19.1,-2.3
2018-12-31,100,-9.6,-20.3,0.9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
