place,date,uga
두바이,2021-05-10,66.74
두바이,2021-05-11,65.54
두바이,2021-05-12,66.56
두바이,2021-05-13,65.37
두바이,2021-05-14,65.26
두바이,2021-05-15,65.2
두바이,2021-05-16,66.835
두바이,2021-05-17,67.17
두바이,2021-05-18,68.41
두바이,2021-05-19,66.11
두바이,2021-05-20,65.03
두바이,2021-05-21,63.25
두바이,2021-05-22,65.645
두바이,2021-05-23,65.31
두바이,2021-05-24,66.26
두바이,2021-05-25,67.37
두바이,2021-05-26,66.835
두바이,2021-05-27,66.41
두바이,2021-05-28,67.41
두바이,2021-05-29,67.175
두바이,2021-05-30,68.255
두바이,2021-05-31,67.94
두바이,2021-06-01,69.1
두바이,2021-06-02,69.21
두바이,2021-06-03,69.97
두바이,2021-06-04,70.1
두바이,2021-06-05,70
두바이,2021-06-06,69.72
두바이,2021-06-07,70.03
두바이,2021-06-08,69.34
두바이,2021-06-09,71.14
두바이,2021-06-10,70.71
두바이,2021-06-11,71.18
두바이,2021-06-12,71.36
두바이,2021-06-13,71.485
두바이,2021-06-14,72.01
두바이,2021-06-15,71.79
두바이,2021-06-16,72.78
두바이,2021-06-17,72.35
두바이,2021-06-18,70.98
두바이,2021-06-19,72.07
두바이,2021-06-20,71.75
두바이,2021-06-21,71.79
두바이,2021-06-22,72.52
두바이,2021-06-23,73.43
두바이,2021-06-24,73.73
두바이,2021-06-25,73.46
두바이,2021-06-26,73.805
두바이,2021-06-27,73.155
두바이,2021-06-28,73.88
두바이,2021-06-29,72.85
두바이,2021-06-30,72.87
두바이,2021-07-01,73.85
두바이,2021-07-02,74.09
두바이,2021-07-03,74.265
두바이,2021-07-04,74.985
두바이,2021-07-05,74.68
두바이,2021-07-06,75.88
두바이,2021-07-07,73.29
두바이,2021-07-08,70.63
두바이,2021-07-09,73.03
두바이,2021-07-10,72.085
두바이,2021-07-11,73.695
두바이,2021-07-12,73.54
두바이,2021-07-13,74.36
두바이,2021-07-14,74.72
두바이,2021-07-15,72.23
두바이,2021-07-16,72.18
두바이,2021-07-17,71.955
두바이,2021-07-18,71.7
두바이,2021-07-19,71.68
두바이,2021-07-20,71.565
두바이,2021-07-21,68.67
두바이,2021-07-22,71.43
두바이,2021-07-23,72.25
두바이,2021-07-24,71.51
두바이,2021-07-25,72.635
두바이,2021-07-26,71.59
두바이,2021-07-27,73.02
두바이,2021-07-28,72.82
두바이,2021-07-29,73.68
두바이,2021-07-30,73.9
두바이,2021-07-31,73.48
두바이,2021-08-01,72.89
두바이,2021-08-02,73.28
두바이,2021-08-03,71.88
두바이,2021-08-04,71.37
두바이,2021-08-05,68.8
두바이,2021-08-06,70.72
두바이,2021-08-07,70.1
두바이,2021-08-08,69.815
두바이,2021-08-09,69.935
두바이,2021-08-10,68.91
두바이,2021-08-11,69.77
두바이,2021-08-12,70.52
두바이,2021-08-13,70.03
두바이,2021-08-14,69.71
두바이,2021-08-15,69.24
두바이,2021-08-16,68.9
두바이,2021-08-17,68.45
두바이,2021-08-18,68.58
두바이,2021-08-19,65.35
두바이,2021-08-20,65.37
두바이,2021-08-21,65.72
두바이,2021-08-22,67.035
두바이,2021-08-23,66.09
두바이,2021-08-24,68.7
두바이,2021-08-25,69.69
두바이,2021-08-26,70.11
두바이,2021-08-27,70.76
두바이,2021-08-28,70.62
두바이,2021-08-29,70.975
두바이,2021-08-30,71.13
두바이,2021-08-31,71.19
두바이,2021-09-01,70.43
두바이,2021-09-02,69.74
두바이,2021-09-03,71.26
두바이,2021-09-04,69.865
두바이,2021-09-05,70.805
두바이,2021-09-06,69.99
두바이,2021-09-07,70.35
두바이,2021-09-08,69.78
두바이,2021-09-09,70.65
두바이,2021-09-10,70.85
두바이,2021-09-11,71.19
두바이,2021-09-12,71.57
두바이,2021-09-13,71.73
두바이,2021-09-14,72.29
두바이,2021-09-15,72.26
두바이,2021-09-16,73.09
두바이,2021-09-17,73.06
두바이,2021-09-18,72.61
두바이,2021-09-19,72.98
두바이,2021-09-20,72.13
두바이,2021-09-21,72.9
두바이,2021-09-22,73.3
두바이,2021-09-23,74.11
두바이,2021-09-24,74.77
두바이,2021-09-25,75.14
두바이,2021-09-26,76.055
두바이,2021-09-27,76.17
두바이,2021-09-28,77.34
두바이,2021-09-29,75.7
두바이,2021-09-30,75.92
두바이,2021-10-01,75.68
두바이,2021-10-02,76.545
두바이,2021-10-03,77.625
두바이,2021-10-04,77.17
두바이,2021-10-05,79.57
두바이,2021-10-06,80.55
두바이,2021-10-07,77.41
두바이,2021-10-08,81.23
두바이,2021-10-09,79.72
두바이,2021-10-10,81.65
두바이,2021-10-11,82.03
두바이,2021-10-12,82.07
두바이,2021-10-13,81.43
두바이,2021-10-14,82.28
두바이,2021-10-15,82.99
두바이,2021-10-16,83.085
두바이,2021-10-17,83.01
두바이,2021-10-18,83.89
두바이,2021-10-19,83.03
두바이,2021-10-20,82.56
두바이,2021-10-21,83.12
두바이,2021-10-22,82.57
두바이,2021-10-23,83.745
두바이,2021-10-24,83.255
두바이,2021-10-25,84.37
두바이,2021-10-26,83.94
두바이,2021-10-27,83.46
두바이,2021-10-28,81.91
두바이,2021-10-29,82.57
두바이,2021-10-30,81.95
두바이,2021-10-31,82.94
두바이,2021-11-01,81.99
두바이,2021-11-02,83.31
두바이,2021-11-03,81.89
두바이,2021-11-04,81.555
두바이,2021-11-05,79.48
두바이,2021-11-06,79.8
두바이,2021-11-07,80.86
두바이,2021-11-08,81.99
두바이,2021-11-09,82.24
두바이,2021-11-10,83.97
두바이,2021-11-11,81.83
두바이,2021-11-12,81.57
두바이,2021-11-13,81.36
두바이,2021-11-14,81.765
두바이,2021-11-15,80.89
두바이,2021-11-16,81.96
두바이,2021-11-17,81.01
두바이,2021-11-18,78.66
두바이,2021-11-19,80.89
두바이,2021-11-20,78.54
두바이,2021-11-21,79.68
두바이,2021-11-22,78.42
두바이,2021-11-23,78.47
두바이,2021-11-24,81.86
두바이,2021-11-25,81.44
두바이,2021-11-26,77.38
두바이,2021-11-27,78.305
두바이,2021-11-28,74.63
두바이,2021-11-29,75.17
두바이,2021-11-30,71.88
두바이,2021-12-01,71.13
두바이,2021-12-02,69.13
두바이,2021-12-03,70.79
두바이,2021-12-04,69.625
두바이,2021-12-05,72.005
두바이,2021-12-06,70.12
두바이,2021-12-07,73.22
두바이,2021-12-08,73.83
두바이,2021-12-09,74.48
두바이,2021-12-10,72.73
두바이,2021-12-11,74.295
두바이,2021-12-12,73.06
두바이,2021-12-13,74.11
두바이,2021-12-14,73.39
두바이,2021-12-15,72.01
두바이,2021-12-16,73.37
두바이,2021-12-17,73.36
두바이,2021-12-18,71.74
두바이,2021-12-19,71.96
두바이,2021-12-20,70.11
두바이,2021-12-21,70.56
두바이,2021-12-22,72.56
두바이,2021-12-23,73.54
두바이,2021-12-24,74.37
두바이,2021-12-25,74.83
두바이,2021-12-26,75.42
두바이,2021-12-27,76.12
두바이,2021-12-28,76.47
두바이,2021-12-29,76.91
두바이,2021-12-30,77.24
두바이,2021-12-31,77.12
