date,illsa,price
2020-05-15,3.53,1020
2020-05-18,6.2,1000
2020-05-19,8.92,1120
2020-05-20,10.05,1120
2020-05-21,28.76,1240
2020-05-22,20.69,1240
2020-05-25,21.0,1160
2020-05-26,19.15,1160
2020-05-27,25.22,1140
2020-05-28,20.27,1160
2020-05-29,30.63,1120
2020-06-01,29.34,1000
2020-06-02,16.39,960
2020-06-03,29.5,910
2020-06-04,26.67,900
2020-06-05,20.91,800
2020-06-08,29.58,860
2020-06-09,28.39,860
2020-06-10,23.25,860
2020-06-11,24.83,860
2020-06-12,15.0,860
2020-06-15,28.12,1020
2020-06-16,29.74,1040
2020-06-17,30.54,920
2020-06-18,13.44,920
2020-06-19,6.75,908
2020-06-22,30.11,974
2020-06-23,26.39,972
2020-06-24,4.88,1004
2020-06-25,10.92,990
2020-06-26,14.88,966
2020-06-29,13.51,898
2020-06-30,8.21,908
2020-07-01,11.39,950
2020-07-02,29.76,855
2020-07-03,21.19,815
2020-07-06,23.5,827
2020-07-07,23.92,890
2020-07-08,26.56,910
2020-07-09,18.04,910
2020-07-10,7.55,910
2020-07-13,4.26,1114
2020-07-14,8.12,1234
2020-07-15,19.45,1234
2020-07-16,29.05,1227
2020-07-17,30.35,1166
2020-07-20,6.84,1344
2020-07-21,26.83,1468
2020-07-22,11.98,1356
2020-07-23,5.04,1290
2020-07-24,4.46,1318
2020-07-27,7.72,1394
2020-07-28,6.78,1418
2020-07-29,12.68,1454
2020-07-30,14.93,1320
2020-07-31,26.0,1330
2020-08-03,2.16,1366
2020-08-04,9.01,1306
2020-08-05,4.29,1214
2020-08-06,9.16,1260
2020-08-07,7.01,1544
2020-08-10,6.77,1672
2020-08-11,7.99,1814
2020-08-12,22.66,1906
2020-08-13,18.94,1974
2020-08-14,6.7,2054
2020-08-18,26.78,2030
2020-08-19,27.38,2034
2020-08-20,20.1,2062
2020-08-21,6.87,2016
2020-08-24,19.45,2464
2020-08-25,25.75,2444
2020-08-26,13.55,2554
2020-08-27,13.58,2620
2020-08-28,20.0,2740
2020-08-31,8.26,2340
2020-09-01,20.4,2140
2020-09-02,3.24,1980
2020-09-03,12.39,2266
2020-09-04,25.91,2432
2020-09-07,6.55,2412
2020-09-08,12.08,2624
2020-09-09,12.03,2432
2020-09-10,19.54,2454
2020-09-11,6.45,2474
2020-09-14,18.48,2930
2020-09-15,17.23,2790
2020-09-16,11.89,2914
2020-09-17,6.02,2826
2020-09-18,19.64,2890
2020-09-21,20.25,2726
2020-09-22,10.56,2690
2020-09-23,4.44,2650
2020-09-24,4.69,2698
2020-09-25,5.02,2678
2020-09-28,21.44,2742
2020-09-29,18.06,2762
2020-10-05,20.59,2602
2020-10-06,20.79,2374
2020-10-07,8.1,2278
2020-10-08,15.23,2218
2020-10-12,13.92,1527
2020-10-13,14.12,1381
2020-10-14,11.04,1203
2020-10-15,15.21,1075
2020-10-16,9.93,995
2020-10-19,16.93,953
2020-10-20,17.07,941
2020-10-21,6.37,851
2020-10-22,11.23,777
2020-10-23,17.06,778
2020-10-26,16.25,756
2020-10-27,14.06,756
2020-10-28,14.97,682
2020-10-29,16.58,610
2020-10-30,9.54,620
2020-11-02,15.04,616
2020-11-03,16.04,624
2020-11-04,15.74,532
2020-11-05,14.22,532
2020-11-06,12.33,572
2020-11-09,14.69,622
2020-11-10,14.55,600
2020-11-11,13.85,648
2020-11-12,14.42,648
2020-11-13,12.65,753
2020-11-16,11.43,655
2020-11-17,5.91,722
2020-11-18,4.91,731
2020-11-19,1.42,795
2020-11-20,3.36,825
2020-11-23,13.74,705
2020-11-24,6.16,643
2020-11-25,12.2,693
2020-11-26,11.53,693
2020-11-27,9.27,643
2020-11-30,12.38,523
2020-12-01,12.33,545
2020-12-02,6.39,565
2020-12-03,12.18,527
2020-12-07,9.18,513
2020-12-08,10.8,513
2020-12-09,11.26,509
2020-12-10,7.53,509
2020-12-11,7.31,509
2020-12-14,11.99,524
2020-12-15,11.99,524
2020-12-16,11.94,535
2020-12-17,11.73,541
2020-12-18,8.77,536
2020-12-21,11.44,515
2020-12-22,8.51,497
2020-12-23,5.67,470
2020-12-24,10.14,458
2020-12-28,10.22,463
2020-12-29,4.89,469
2020-12-30,11.04,469
2020-12-31,11.58,461
