날짜,지점,강수량(mm)
2017-09-25,247,
2017-09-26,247,
2017-09-27,247,12.6
2017-09-28,247,
2017-09-29,247,
2017-09-30,247,
2017-10-01,247,37.7
2017-10-02,247,24.5
2017-10-03,247,
2017-10-04,247,0.2
2017-10-05,247,2.1
2017-10-06,247,4.9
2017-10-07,247,
2017-10-08,247,
2017-10-09,247,
2017-10-10,247,
2017-10-11,247,4
2017-10-12,247,20.4
2017-10-13,247,
2017-10-14,247,
2017-10-15,247,0.3
2017-10-16,247,
2017-10-17,247,
2017-10-18,247,0
2017-10-19,247,
2017-10-20,247,
2017-10-21,247,
2017-10-22,247,
2017-10-23,247,
2017-10-24,247,0
2017-10-25,247,
2017-10-26,247,
2017-10-27,247,
2017-10-28,247,
2017-10-29,247,
2017-10-30,247,
2017-10-31,247,
2017-11-01,247,
2017-11-02,247,
2017-11-03,247,0.2
2017-11-04,247,
2017-11-05,247,
2017-11-06,247,
2017-11-07,247,
2017-11-08,247,
2017-11-09,247,
2017-11-10,247,0.1
2017-11-11,247,
2017-11-12,247,
2017-11-13,247,
2017-11-14,247,
2017-11-15,247,0
2017-11-16,247,
2017-11-17,247,0
2017-11-18,247,
2017-11-19,247,
2017-11-20,247,
2017-11-21,247,
2017-11-22,247,0
2017-11-23,247,2.9
2017-11-24,247,1.9
2017-11-25,247,
2017-11-26,247,0.1
2017-11-27,247,
2017-11-28,247,0
2017-11-29,247,
2017-11-30,247,
2017-12-01,247,
2017-12-02,247,
2017-12-03,247,
2017-12-04,247,0.3
2017-12-05,247,0
2017-12-06,247,
2017-12-07,247,0.6
2017-12-08,247,
2017-12-09,247,
2017-12-10,247,5.4
2017-12-11,247,0.8
2017-12-12,247,
2017-12-13,247,
2017-12-14,247,
2017-12-15,247,
2017-12-16,247,
2017-12-17,247,
2017-12-18,247,0
2017-12-19,247,
2017-12-20,247,0
2017-12-21,247,
2017-12-22,247,
2017-12-23,247,
2017-12-24,247,20.1
2017-12-25,247,0.3
2017-12-26,247,0.2
2017-12-27,247,
2017-12-28,247,
2017-12-29,247,
2017-12-30,247,0.1
2017-12-31,247,0.4
,,
,,
,,
,,
,,
,,
,,
