날짜,지점,강수량(mm)
2019-12-14,247,0
2019-12-15,247,
2019-12-16,247,
2019-12-17,247,2.7
2019-12-18,247,
2019-12-19,247,
2019-12-20,247,
2019-12-21,247,
2019-12-22,247,
2019-12-23,247,0
2019-12-24,247,
2019-12-25,247,
2019-12-26,247,1.6
2019-12-27,247,0.6
2019-12-28,247,
2019-12-29,247,5.9
2019-12-30,247,0.3
2019-12-31,247,0.2
,,
,,
,,
,,
,,
,,
,,
