瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2020-09-15,19.7
146,傈林,2020-09-16,6.61
146,傈林,2020-09-17,7.36
146,傈林,2020-09-18,12.83
146,傈林,2020-09-19,17.99
146,傈林,2020-09-20,18.03
146,傈林,2020-09-21,18
146,傈林,2020-09-22,15.39
146,傈林,2020-09-23,13.24
146,傈林,2020-09-24,16.75
146,傈林,2020-09-25,15.61
146,傈林,2020-09-26,17.59
146,傈林,2020-09-27,19.17
146,傈林,2020-09-28,18.57
146,傈林,2020-09-29,16.23
146,傈林,2020-09-30,16.37
146,傈林,2020-10-01,16.2
146,傈林,2020-10-02,16.04
146,傈林,2020-10-03,10.04
146,傈林,2020-10-04,3.95
146,傈林,2020-10-05,17.43
146,傈林,2020-10-06,18.94
146,傈林,2020-10-07,16.73
146,傈林,2020-10-08,18.62
146,傈林,2020-10-09,18.02
146,傈林,2020-10-10,17.62
146,傈林,2020-10-11,12.47
146,傈林,2020-10-12,12.42
146,傈林,2020-10-13,10.86
146,傈林,2020-10-14,7.24
146,傈林,2020-10-15,16.62
146,傈林,2020-10-16,5.27
146,傈林,2020-10-17,14.14
146,傈林,2020-10-18,17.07
146,傈林,2020-10-19,14.92
146,傈林,2020-10-20,16.07
146,傈林,2020-10-21,3.99
146,傈林,2020-10-22,9.3
146,傈林,2020-10-23,16.36
146,傈林,2020-10-24,16.23
146,傈林,2020-10-25,14.52
146,傈林,2020-10-26,14.35
146,傈林,2020-10-27,13.35
146,傈林,2020-10-28,10.56
146,傈林,2020-10-29,15.21
146,傈林,2020-10-30,14.33
146,傈林,2020-10-31,13.38
146,傈林,2020-11-01,2.31
146,傈林,2020-11-02,12.76
146,傈林,2020-11-03,11.32
146,傈林,2020-11-04,14.91
146,傈林,2020-11-05,12.68
146,傈林,2020-11-06,2.76
146,傈林,2020-11-07,10.87
146,傈林,2020-11-08,13.26
146,傈林,2020-11-09,13.71
146,傈林,2020-11-10,13.56
146,傈林,2020-11-11,13.13
146,傈林,2020-11-12,12.93
146,傈林,2020-11-13,11.52
146,傈林,2020-11-14,11.92
146,傈林,2020-11-15,11.64
146,傈林,2020-11-16,9.79
146,傈林,2020-11-17,5.36
146,傈林,2020-11-18,5.25
146,傈林,2020-11-19,.99
146,傈林,2020-11-20,1.26
146,傈林,2020-11-21,11.78
146,傈林,2020-11-22,1.48
146,傈林,2020-11-23,10.64
146,傈林,2020-11-24,9.47
146,傈林,2020-11-25,11.39
146,傈林,2020-11-26,9.56
146,傈林,2020-11-27,4.46
146,傈林,2020-11-28,11.06
146,傈林,2020-11-29,4.71
146,傈林,2020-11-30,10.94
146,傈林,2020-12-01,11.26
146,傈林,2020-12-02,10.02
146,傈林,2020-12-03,9.57
146,傈林,2020-12-04,9.75
146,傈林,2020-12-05,9.88
146,傈林,2020-12-06,9.88
146,傈林,2020-12-07,5.6
146,傈林,2020-12-08,8.92
146,傈林,2020-12-09,10.24
146,傈林,2020-12-10,7.08
146,傈林,2020-12-11,5.43
146,傈林,2020-12-12,10.22
146,傈林,2020-12-13,2.43
146,傈林,2020-12-14,11.28
146,傈林,2020-12-15,11.1
146,傈林,2020-12-16,8.97
146,傈林,2020-12-17,10.62
146,傈林,2020-12-18,4.56
146,傈林,2020-12-19,11.39
146,傈林,2020-12-20,10.05
146,傈林,2020-12-21,6.96
146,傈林,2020-12-22,5.63
146,傈林,2020-12-23,7.03
146,傈林,2020-12-24,9.02
146,傈林,2020-12-25,11.07
146,傈林,2020-12-26,4.58
146,傈林,2020-12-27,3.03
146,傈林,2020-12-28,10.09
146,傈林,2020-12-29,4.39
146,傈林,2020-12-30,9.03
146,傈林,2020-12-31,9.39
