瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2015-08-01,26.5
146,傈林,2015-08-02,17.79
146,傈林,2015-08-03,27.03
146,傈林,2015-08-04,27.8
146,傈林,2015-08-05,24.16
146,傈林,2015-08-06,21.45
146,傈林,2015-08-07,26.1
146,傈林,2015-08-08,18.12
146,傈林,2015-08-09,22.61
146,傈林,2015-08-10,14.4
146,傈林,2015-08-11,8.42
146,傈林,2015-08-12,17.25
146,傈林,2015-08-13,21.65
146,傈林,2015-08-14,21.18
146,傈林,2015-08-15,22.29
146,傈林,2015-08-16,10.31
146,傈林,2015-08-17,24.42
146,傈林,2015-08-18,10.18
146,傈林,2015-08-19,13.73
146,傈林,2015-08-20,7.17
146,傈林,2015-08-21,15.45
146,傈林,2015-08-22,10.91
146,傈林,2015-08-23,18.42
146,傈林,2015-08-24,9.43
146,傈林,2015-08-25,5.98
146,傈林,2015-08-26,24.04
146,傈林,2015-08-27,16.52
146,傈林,2015-08-28,21.7
146,傈林,2015-08-29,21.62
146,傈林,2015-08-30,19.39
146,傈林,2015-08-31,17.95
146,傈林,2015-09-01,14.56
146,傈林,2015-09-02,12.82
146,傈林,2015-09-03,17.91
146,傈林,2015-09-04,22.6
146,傈林,2015-09-05,8.63
146,傈林,2015-09-06,11.29
146,傈林,2015-09-07,23.72
146,傈林,2015-09-08,25.42
146,傈林,2015-09-09,25.15
146,傈林,2015-09-10,23.72
146,傈林,2015-09-11,18.04
146,傈林,2015-09-12,5.96
146,傈林,2015-09-13,19
146,傈林,2015-09-14,20.61
146,傈林,2015-09-15,21.83
146,傈林,2015-09-16,14.4
146,傈林,2015-09-17,23.04
146,傈林,2015-09-18,22.12
146,傈林,2015-09-19,20.46
146,傈林,2015-09-20,17.01
146,傈林,2015-09-21,21.01
146,傈林,2015-09-22,21.95
146,傈林,2015-09-23,4.07
146,傈林,2015-09-24,14.73
146,傈林,2015-09-25,12.19
146,傈林,2015-09-26,11.6
146,傈林,2015-09-27,20.44
146,傈林,2015-09-28,19.92
146,傈林,2015-09-29,19.82
146,傈林,2015-09-30,10.06
146,傈林,2015-10-01,1.17
146,傈林,2015-10-02,21.02
146,傈林,2015-10-03,16.37
146,傈林,2015-10-04,15.83
146,傈林,2015-10-05,19.53
146,傈林,2015-10-06,19.6
146,傈林,2015-10-07,14.83
146,傈林,2015-10-08,12.89
146,傈林,2015-10-09,19.29
146,傈林,2015-10-10,13.89
146,傈林,2015-10-11,7.24
146,傈林,2015-10-12,16.46
146,傈林,2015-10-13,18.57
146,傈林,2015-10-14,17.36
146,傈林,2015-10-15,16.62
146,傈林,2015-10-16,14.6
146,傈林,2015-10-17,15.3
146,傈林,2015-10-18,15.99
146,傈林,2015-10-19,15.07
146,傈林,2015-10-20,13.48
146,傈林,2015-10-21,12.99
146,傈林,2015-10-22,13.64
146,傈林,2015-10-23,12.14
146,傈林,2015-10-24,4.51
146,傈林,2015-10-25,14.14
146,傈林,2015-10-26,15.11
146,傈林,2015-10-27,5.13
146,傈林,2015-10-28,12.22
146,傈林,2015-10-29,12.55
146,傈林,2015-10-30,15.45
146,傈林,2015-10-31,15.85
146,傈林,2015-11-01,4.17
146,傈林,2015-11-02,11.37
146,傈林,2015-11-03,14.42
146,傈林,2015-11-04,14.75
146,傈林,2015-11-05,9.81
146,傈林,2015-11-06,6.51
146,傈林,2015-11-07,1.25
146,傈林,2015-11-08,1.27
146,傈林,2015-11-09,2.69
146,傈林,2015-11-10,6.55
146,傈林,2015-11-11,10.05
146,傈林,2015-11-12,10.47
146,傈林,2015-11-13,1.43
146,傈林,2015-11-14,1.71
146,傈林,2015-11-15,9.47
146,傈林,2015-11-16,3.2
146,傈林,2015-11-17,3.05
146,傈林,2015-11-18,1.9
146,傈林,2015-11-19,2.67
146,傈林,2015-11-20,9.35
146,傈林,2015-11-21,5.12
146,傈林,2015-11-22,11.14
146,傈林,2015-11-23,1.58
146,傈林,2015-11-24,5.26
146,傈林,2015-11-25,1.56
146,傈林,2015-11-26,1.77
146,傈林,2015-11-27,3.41
146,傈林,2015-11-28,7.32
146,傈林,2015-11-29,5.87
146,傈林,2015-11-30,7.27
146,傈林,2015-12-01,11.21
146,傈林,2015-12-02,.86
146,傈林,2015-12-03,4.99
146,傈林,2015-12-04,4.33
146,傈林,2015-12-05,4.81
146,傈林,2015-12-06,6.84
146,傈林,2015-12-07,11.54
146,傈林,2015-12-08,11.46
146,傈林,2015-12-09,7.98
146,傈林,2015-12-10,1.32
146,傈林,2015-12-11,2.67
146,傈林,2015-12-12,7.88
146,傈林,2015-12-13,8.65
146,傈林,2015-12-14,1.34
146,傈林,2015-12-15,3.7
146,傈林,2015-12-16,2.56
146,傈林,2015-12-17,12.69
146,傈林,2015-12-18,6.61
146,傈林,2015-12-19,9.98
146,傈林,2015-12-20,3.12
146,傈林,2015-12-21,6.04
146,傈林,2015-12-22,9.78
146,傈林,2015-12-23,.99
146,傈林,2015-12-24,8.15
146,傈林,2015-12-25,11.85
146,傈林,2015-12-26,8.34
146,傈林,2015-12-27,11.86
146,傈林,2015-12-28,8.6
146,傈林,2015-12-29,9.47
146,傈林,2015-12-30,8.5
146,傈林,2015-12-31,7.35
