瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2021-04-22,13.12
146,傈林,2021-04-23,17.79
146,傈林,2021-04-24,22.52
146,傈林,2021-04-25,25.18
146,傈林,2021-04-26,25.15
146,傈林,2021-04-27,13.67
146,傈林,2021-04-28,16.12
146,傈林,2021-04-29,23.29
146,傈林,2021-04-30,21.85
146,傈林,2021-05-01,7.65
146,傈林,2021-05-02,20.58
146,傈林,2021-05-03,26.2
146,傈林,2021-05-04,8.29
146,傈林,2021-05-05,27
146,傈林,2021-05-06,20.27
146,傈林,2021-05-07,11.36
146,傈林,2021-05-08,25.12
146,傈林,2021-05-09,27.49
146,傈林,2021-05-10,5.99
146,傈林,2021-05-11,7.08
146,傈林,2021-05-12,27.05
146,傈林,2021-05-13,25.48
146,傈林,2021-05-14,21.63
146,傈林,2021-05-15,12.75
146,傈林,2021-05-16,2.89
146,傈林,2021-05-17,4.71
146,傈林,2021-05-18,20.25
146,傈林,2021-05-19,26.02
146,傈林,2021-05-20,6.26
146,傈林,2021-05-21,5.4
146,傈林,2021-05-22,27.29
146,傈林,2021-05-23,20.29
146,傈林,2021-05-24,20.86
146,傈林,2021-05-25,22.35
146,傈林,2021-05-26,10.27
146,傈林,2021-05-27,9.95
146,傈林,2021-05-28,14.49
146,傈林,2021-05-29,26.9
146,傈林,2021-05-30,26.97
146,傈林,2021-05-31,20.12
146,傈林,2021-06-01,24.22
146,傈林,2021-06-02,23.86
146,傈林,2021-06-03,4.71
146,傈林,2021-06-04,26.67
146,傈林,2021-06-05,25.24
146,傈林,2021-06-06,23.24
146,傈林,2021-06-07,21.59
146,傈林,2021-06-08,25.83
146,傈林,2021-06-09,26.53
146,傈林,2021-06-10,14.7
146,傈林,2021-06-11,16.36
146,傈林,2021-06-12,22.04
146,傈林,2021-06-13,15.68
146,傈林,2021-06-14,16.42
146,傈林,2021-06-15,5.81
146,傈林,2021-06-16,17.26
146,傈林,2021-06-17,8.81
146,傈林,2021-06-18,7.6
146,傈林,2021-06-19,24.3
146,傈林,2021-06-20,28.06
146,傈林,2021-06-21,26.62
146,傈林,2021-06-22,19.62
146,傈林,2021-06-23,10.3
146,傈林,2021-06-24,17.12
146,傈林,2021-06-25,24.27
146,傈林,2021-06-26,18.62
146,傈林,2021-06-27,22.14
146,傈林,2021-06-28,16.37
146,傈林,2021-06-29,16.34
146,傈林,2021-06-30,21.19
146,傈林,2021-07-01,20.83
146,傈林,2021-07-02,18.71
146,傈林,2021-07-03,7.36
146,傈林,2021-07-04,7.7
146,傈林,2021-07-05,5.49
146,傈林,2021-07-06,5.06
146,傈林,2021-07-07,6.91
146,傈林,2021-07-08,11.16
146,傈林,2021-07-09,18.86
146,傈林,2021-07-10,17.14
146,傈林,2021-07-11,16.04
146,傈林,2021-07-12,18.23
146,傈林,2021-07-13,25.69
146,傈林,2021-07-14,15.33
146,傈林,2021-07-15,18.61
146,傈林,2021-07-16,13.79
146,傈林,2021-07-17,21.31
146,傈林,2021-07-18,18.7
146,傈林,2021-07-19,17.7
146,傈林,2021-07-20,12.91
146,傈林,2021-07-21,25.66
146,傈林,2021-07-22,27.8
146,傈林,2021-07-23,24.55
146,傈林,2021-07-24,22.98
146,傈林,2021-07-25,23.33
146,傈林,2021-07-26,27.13
146,傈林,2021-07-27,20.11
146,傈林,2021-07-28,22.24
146,傈林,2021-07-29,19.08
146,傈林,2021-07-30,20.8
146,傈林,2021-07-31,23.55
146,傈林,2021-08-01,10.86
146,傈林,2021-08-02,8.27
146,傈林,2021-08-03,15.1
146,傈林,2021-08-04,24.53
146,傈林,2021-08-05,22.38
146,傈林,2021-08-06,20.28
146,傈林,2021-08-07,21.85
146,傈林,2021-08-08,8.62
146,傈林,2021-08-09,24.52
146,傈林,2021-08-10,19.37
146,傈林,2021-08-11,24.47
146,傈林,2021-08-12,14.22
146,傈林,2021-08-13,14.71
146,傈林,2021-08-14,13.5
146,傈林,2021-08-15,18.27
146,傈林,2021-08-16,19.79
146,傈林,2021-08-17,21.6
146,傈林,2021-08-18,12.78
146,傈林,2021-08-19,15.36
146,傈林,2021-08-20,23.93
146,傈林,2021-08-21,4.63
146,傈林,2021-08-22,16.44
146,傈林,2021-08-23,3.93
146,傈林,2021-08-24,7.39
146,傈林,2021-08-25,6.85
146,傈林,2021-08-26,16.7
146,傈林,2021-08-27,4.02
146,傈林,2021-08-28,17.44
146,傈林,2021-08-29,10.93
146,傈林,2021-08-30,12
146,傈林,2021-08-31,15.18
146,傈林,2021-09-01,5.56
146,傈林,2021-09-02,8.42
146,傈林,2021-09-03,14.57
146,傈林,2021-09-04,14.9
146,傈林,2021-09-05,6.35
146,傈林,2021-09-06,4.23
146,傈林,2021-09-07,4.71
146,傈林,2021-09-08,15.57
146,傈林,2021-09-09,18.06
146,傈林,2021-09-10,10.4
146,傈林,2021-09-11,21.26
146,傈林,2021-09-12,19.15
146,傈林,2021-09-13,13.56
146,傈林,2021-09-14,14.54
146,傈林,2021-09-15,21.97
146,傈林,2021-09-16,17.21
146,傈林,2021-09-17,10.53
146,傈林,2021-09-18,17.79
146,傈林,2021-09-19,19.14
146,傈林,2021-09-20,19.82
146,傈林,2021-09-21,11.24
146,傈林,2021-09-22,16.07
146,傈林,2021-09-23,18.31
146,傈林,2021-09-24,16.83
146,傈林,2021-09-25,11.54
146,傈林,2021-09-26,12.44
146,傈林,2021-09-27,14.6
146,傈林,2021-09-28,7.52
146,傈林,2021-09-29,2.2
146,傈林,2021-09-30,19.43
146,傈林,2021-10-01,17.54
146,傈林,2021-10-02,17.5
146,傈林,2021-10-03,18.23
146,傈林,2021-10-04,15.03
146,傈林,2021-10-05,17.25
146,傈林,2021-10-06,18.29
146,傈林,2021-10-07,8.46
146,傈林,2021-10-08,5.87
146,傈林,2021-10-09,16.06
146,傈林,2021-10-10,12.87
146,傈林,2021-10-11,4.51
146,傈林,2021-10-12,2.96
146,傈林,2021-10-13,11.53
146,傈林,2021-10-14,13.4
146,傈林,2021-10-15,6.25
146,傈林,2021-10-16,6.41
146,傈林,2021-10-17,18.12
146,傈林,2021-10-18,17.12
146,傈林,2021-10-19,11.54
146,傈林,2021-10-20,15.95
146,傈林,2021-10-21,15.92
146,傈林,2021-10-22,15.61
146,傈林,2021-10-23,16.4
146,傈林,2021-10-24,14.92
146,傈林,2021-10-25,15.19
146,傈林,2021-10-26,14.2
146,傈林,2021-10-27,11.55
146,傈林,2021-10-28,15.63
146,傈林,2021-10-29,13.98
146,傈林,2021-10-30,6.73
146,傈林,2021-10-31,14.03
146,傈林,2021-11-01,12.33
146,傈林,2021-11-02,12.19
146,傈林,2021-11-03,13.41
146,傈林,2021-11-04,13.19
146,傈林,2021-11-05,11.81
146,傈林,2021-11-06,13.28
146,傈林,2021-11-07,12.86
146,傈林,2021-11-08,3.22
146,傈林,2021-11-09,4.06
146,傈林,2021-11-10,4.42
146,傈林,2021-11-11,4.44
146,傈林,2021-11-12,6.03
146,傈林,2021-11-13,10.06
146,傈林,2021-11-14,10.2
146,傈林,2021-11-15,10.81
146,傈林,2021-11-16,11.76
146,傈林,2021-11-17,12.47
146,傈林,2021-11-18,9.68
146,傈林,2021-11-19,8.72
146,傈林,2021-11-20,6.71
146,傈林,2021-11-21,4.21
146,傈林,2021-11-22,6.68
146,傈林,2021-11-23,5.94
146,傈林,2021-11-24,9.06
146,傈林,2021-11-25,9.07
146,傈林,2021-11-26,11.86
146,傈林,2021-11-27,11.87
146,傈林,2021-11-28,10.51
146,傈林,2021-11-29,10.14
146,傈林,2021-11-30,1.19
146,傈林,2021-12-01,7.33
146,傈林,2021-12-02,9.93
146,傈林,2021-12-03,6.97
146,傈林,2021-12-04,4.89
146,傈林,2021-12-05,11.09
146,傈林,2021-12-06,9.81
146,傈林,2021-12-07,9.58
146,傈林,2021-12-08,10.62
146,傈林,2021-12-09,6.83
146,傈林,2021-12-10,3.82
146,傈林,2021-12-11,6.57
146,傈林,2021-12-12,5.54
146,傈林,2021-12-14,4.79
146,傈林,2021-12-15,9.06
146,傈林,2021-12-16,4.73
146,傈林,2021-12-17,6.64
146,傈林,2021-12-18,10.55
146,傈林,2021-12-19,10.24
146,傈林,2021-12-20,5.98
146,傈林,2021-12-21,7.62
146,傈林,2021-12-22,10.85
146,傈林,2021-12-23,9.47
146,傈林,2021-12-24,6.89
146,傈林,2021-12-25,9.47
146,傈林,2021-12-26,11.19
146,傈林,2021-12-27,10.33
146,傈林,2021-12-28,3.8
146,傈林,2021-12-29,4.98
146,傈林,2021-12-30,8.37
146,傈林,2021-12-31,11.32
