瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2017-06-01,17.2
146,傈林,2017-06-02,29.79
146,傈林,2017-06-03,27.34
146,傈林,2017-06-04,30.65
146,傈林,2017-06-05,28.53
146,傈林,2017-06-06,6.74
146,傈林,2017-06-07,3.77
146,傈林,2017-06-08,21.66
146,傈林,2017-06-09,28.12
146,傈林,2017-06-10,15.41
146,傈林,2017-06-11,29.99
146,傈林,2017-06-12,18.12
146,傈林,2017-06-13,22.56
146,傈林,2017-06-14,28.5
146,傈林,2017-06-15,28.55
146,傈林,2017-06-16,28.22
146,傈林,2017-06-17,27.92
146,傈林,2017-06-18,29.86
146,傈林,2017-06-19,26.82
146,傈林,2017-06-20,12.5
146,傈林,2017-06-21,24.47
146,傈林,2017-06-22,28.29
146,傈林,2017-06-23,26.62
146,傈林,2017-06-24,16.14
146,傈林,2017-06-25,23.18
146,傈林,2017-06-26,8.81
146,傈林,2017-06-27,16.18
146,傈林,2017-06-28,23.33
146,傈林,2017-06-29,18.56
146,傈林,2017-06-30,19.06
146,傈林,2017-07-01,10.18
146,傈林,2017-07-02,9.7
146,傈林,2017-07-03,14.8
146,傈林,2017-07-04,10.54
146,傈林,2017-07-05,20.04
146,傈林,2017-07-06,14.65
146,傈林,2017-07-07,12.38
146,傈林,2017-07-08,8.32
146,傈林,2017-07-09,22.33
146,傈林,2017-07-10,8.28
146,傈林,2017-07-11,20.57
146,傈林,2017-07-12,24.97
146,傈林,2017-07-13,27.5
146,傈林,2017-07-14,18.7
146,傈林,2017-07-15,8.56
146,傈林,2017-07-16,14.64
146,傈林,2017-07-17,9.01
146,傈林,2017-07-18,6.44
146,傈林,2017-07-19,20.2
146,傈林,2017-07-20,24.43
146,傈林,2017-07-21,21.57
146,傈林,2017-07-22,20.96
146,傈林,2017-07-23,8.3
146,傈林,2017-07-24,10.3
146,傈林,2017-07-25,18.2
146,傈林,2017-07-26,22.71
146,傈林,2017-07-27,22.24
146,傈林,2017-07-28,14.88
146,傈林,2017-07-29,19.17
146,傈林,2017-07-30,11.98
146,傈林,2017-07-31,4.14
146,傈林,2017-08-01,21.01
146,傈林,2017-08-02,19.09
146,傈林,2017-08-03,24.58
146,傈林,2017-08-04,21.93
146,傈林,2017-08-05,22.7
146,傈林,2017-08-06,23.77
146,傈林,2017-08-07,25.76
146,傈林,2017-08-08,14.36
146,傈林,2017-08-09,7.46
146,傈林,2017-08-10,18.28
146,傈林,2017-08-11,23.3
146,傈林,2017-08-12,15.83
146,傈林,2017-08-13,5.55
146,傈林,2017-08-14,6.63
146,傈林,2017-08-15,5.54
146,傈林,2017-08-16,15.82
146,傈林,2017-08-17,18.91
146,傈林,2017-08-18,19.86
146,傈林,2017-08-19,13.94
146,傈林,2017-08-20,12.85
146,傈林,2017-08-21,7.99
146,傈林,2017-08-22,15.63
146,傈林,2017-08-23,21.69
146,傈林,2017-08-24,17.62
146,傈林,2017-08-25,15.47
146,傈林,2017-08-26,23.31
146,傈林,2017-08-27,25.51
146,傈林,2017-08-28,10.18
146,傈林,2017-08-29,25.44
146,傈林,2017-08-30,8.76
146,傈林,2017-08-31,24.58
146,傈林,2017-09-01,25.46
146,傈林,2017-09-02,19.02
146,傈林,2017-09-03,23.3
146,傈林,2017-09-04,17.02
146,傈林,2017-09-05,3.34
146,傈林,2017-09-06,4.28
146,傈林,2017-09-07,17.54
146,傈林,2017-09-08,17.28
146,傈林,2017-09-09,16.81
146,傈林,2017-09-10,12.69
146,傈林,2017-09-11,5.86
146,傈林,2017-09-12,20.2
146,傈林,2017-09-13,23.77
146,傈林,2017-09-14,23.74
146,傈林,2017-09-15,18
146,傈林,2017-09-16,13.93
146,傈林,2017-09-17,16.44
146,傈林,2017-09-18,20.19
146,傈林,2017-09-19,13.55
146,傈林,2017-09-20,16.46
146,傈林,2017-09-21,20.68
146,傈林,2017-09-22,21.65
146,傈林,2017-09-23,13.72
146,傈林,2017-09-24,15.75
146,傈林,2017-09-25,17.43
146,傈林,2017-09-26,19.07
146,傈林,2017-09-27,4.15
146,傈林,2017-09-28,18.69
146,傈林,2017-09-29,12.75
146,傈林,2017-09-30,20.97
146,傈林,2017-10-01,2.46
146,傈林,2017-10-02,5.17
146,傈林,2017-10-03,18.68
146,傈林,2017-10-04,18.21
146,傈林,2017-10-05,9.09
146,傈林,2017-10-06,4.25
146,傈林,2017-10-07,12.42
146,傈林,2017-10-08,16.09
146,傈林,2017-10-09,18.11
146,傈林,2017-10-10,14.02
146,傈林,2017-10-11,1.87
146,傈林,2017-10-12,2.27
146,傈林,2017-10-13,18.44
146,傈林,2017-10-14,14.87
146,傈林,2017-10-15,9.78
146,傈林,2017-10-16,8.72
146,傈林,2017-10-17,14.31
146,傈林,2017-10-18,6.11
146,傈林,2017-10-19,14.83
146,傈林,2017-10-20,17.32
146,傈林,2017-10-21,17.44
146,傈林,2017-10-22,16.7
146,傈林,2017-10-23,16.11
146,傈林,2017-10-24,10.96
146,傈林,2017-10-25,15.39
146,傈林,2017-10-26,12.43
146,傈林,2017-10-27,12.83
146,傈林,2017-10-28,11.99
146,傈林,2017-10-29,10.94
146,傈林,2017-10-30,15.97
146,傈林,2017-10-31,16.12
146,傈林,2017-11-01,9.97
146,傈林,2017-11-02,10.4
146,傈林,2017-11-03,6.31
146,傈林,2017-11-04,10.7
146,傈林,2017-11-05,15.06
146,傈林,2017-11-06,14.16
146,傈林,2017-11-07,9.68
146,傈林,2017-11-08,11.08
146,傈林,2017-11-09,13.23
146,傈林,2017-11-10,6.59
146,傈林,2017-11-11,13.73
146,傈林,2017-11-12,12.69
146,傈林,2017-11-13,6.51
146,傈林,2017-11-14,11.79
146,傈林,2017-11-15,9.14
146,傈林,2017-11-16,13.18
146,傈林,2017-11-17,5.51
146,傈林,2017-11-18,13.67
146,傈林,2017-11-19,10.52
146,傈林,2017-11-20,12.16
146,傈林,2017-11-21,12.5
146,傈林,2017-11-22,3.22
146,傈林,2017-11-23,6.18
146,傈林,2017-11-24,6.8
146,傈林,2017-11-25,11.54
146,傈林,2017-11-26,6.83
146,傈林,2017-11-27,10.99
146,傈林,2017-11-28,5.51
146,傈林,2017-11-29,8.78
146,傈林,2017-11-30,11.95
146,傈林,2017-12-01,12.81
146,傈林,2017-12-02,9.82
146,傈林,2017-12-03,9.55
146,傈林,2017-12-04,9.06
146,傈林,2017-12-05,11.86
146,傈林,2017-12-06,9.81
146,傈林,2017-12-07,4.67
146,傈林,2017-12-08,10.77
146,傈林,2017-12-09,4.39
146,傈林,2017-12-10,5.57
146,傈林,2017-12-11,5.09
146,傈林,2017-12-12,11.58
146,傈林,2017-12-13,11.71
146,傈林,2017-12-14,9.64
146,傈林,2017-12-15,8.12
146,傈林,2017-12-16,8.59
146,傈林,2017-12-17,11.27
146,傈林,2017-12-18,6.26
146,傈林,2017-12-19,8.39
146,傈林,2017-12-20,10.5
146,傈林,2017-12-21,9.47
146,傈林,2017-12-22,5.36
146,傈林,2017-12-23,8.26
146,傈林,2017-12-24,1.99
146,傈林,2017-12-25,11.83
146,傈林,2017-12-26,7.54
146,傈林,2017-12-27,11.77
146,傈林,2017-12-28,5.62
146,傈林,2017-12-29,3.25
146,傈林,2017-12-30,4.85
146,傈林,2017-12-31,9.91
