瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2018-06-09,17.46
146,傈林,2018-06-10,18.14
146,傈林,2018-06-11,9.93
146,傈林,2018-06-12,18.02
146,傈林,2018-06-13,23.05
146,傈林,2018-06-14,25.34
146,傈林,2018-06-15,26.92
146,傈林,2018-06-16,29.31
146,傈林,2018-06-17,19.86
146,傈林,2018-06-18,27.03
146,傈林,2018-06-19,6.8
146,傈林,2018-06-20,21.83
146,傈林,2018-06-21,27.56
146,傈林,2018-06-22,24.07
146,傈林,2018-06-23,22.31
146,傈林,2018-06-24,27.41
146,傈林,2018-06-25,24.05
146,傈林,2018-06-26,5.54
146,傈林,2018-06-27,18.44
146,傈林,2018-06-28,6.07
146,傈林,2018-06-29,23.72
146,傈林,2018-06-30,7.53
146,傈林,2018-07-01,6.55
146,傈林,2018-07-02,7.45
146,傈林,2018-07-03,20.65
146,傈林,2018-07-04,23.95
146,傈林,2018-07-05,19.7
146,傈林,2018-07-06,5.76
146,傈林,2018-07-07,21.65
146,傈林,2018-07-08,16.61
146,傈林,2018-07-09,4.94
146,傈林,2018-07-10,19.66
146,傈林,2018-07-11,21.07
146,傈林,2018-07-12,25.05
146,傈林,2018-07-13,29
146,傈林,2018-07-14,27.26
146,傈林,2018-07-15,29.89
146,傈林,2018-07-16,27.29
146,傈林,2018-07-17,28.64
146,傈林,2018-07-18,24.39
146,傈林,2018-07-19,25.07
146,傈林,2018-07-20,27.73
146,傈林,2018-07-21,20.1
146,傈林,2018-07-22,21.93
146,傈林,2018-07-23,24.59
146,傈林,2018-07-24,28.25
146,傈林,2018-07-25,23.34
146,傈林,2018-07-26,28.52
146,傈林,2018-07-27,27.24
146,傈林,2018-07-28,22.74
146,傈林,2018-07-29,27.26
146,傈林,2018-07-30,22.84
146,傈林,2018-07-31,23.44
146,傈林,2018-08-01,27.43
146,傈林,2018-08-02,20.92
146,傈林,2018-08-03,27.79
146,傈林,2018-08-04,20.48
146,傈林,2018-08-05,20.68
146,傈林,2018-08-06,24.05
146,傈林,2018-08-07,21.15
146,傈林,2018-08-08,22.38
146,傈林,2018-08-09,23.6
146,傈林,2018-08-10,20.74
146,傈林,2018-08-11,18.29
146,傈林,2018-08-12,17.29
146,傈林,2018-08-13,26.83
146,傈林,2018-08-14,22.18
146,傈林,2018-08-15,25.95
146,傈林,2018-08-16,21.03
146,傈林,2018-08-17,26.47
146,傈林,2018-08-18,27.08
146,傈林,2018-08-19,25.35
146,傈林,2018-08-20,23.59
146,傈林,2018-08-21,18.12
146,傈林,2018-08-22,22.69
146,傈林,2018-08-23,5.44
146,傈林,2018-08-24,6.5
146,傈林,2018-08-25,13.65
146,傈林,2018-08-26,4.31
146,傈林,2018-08-27,2.95
146,傈林,2018-08-28,11.47
146,傈林,2018-08-29,23.38
146,傈林,2018-08-30,7.22
146,傈林,2018-08-31,4.98
146,傈林,2018-09-01,24.26
146,傈林,2018-09-02,10.26
146,傈林,2018-09-03,10.75
146,傈林,2018-09-04,21.82
146,傈林,2018-09-05,23.43
146,傈林,2018-09-06,11.36
146,傈林,2018-09-07,10.62
146,傈林,2018-09-08,21.63
146,傈林,2018-09-09,24.3
146,傈林,2018-09-10,22.5
146,傈林,2018-09-11,16.44
146,傈林,2018-09-12,22.93
146,傈林,2018-09-13,6.09
146,傈林,2018-09-14,9.97
146,傈林,2018-09-15,7.52
146,傈林,2018-09-16,8.85
146,傈林,2018-09-17,17.24
146,傈林,2018-09-18,22.28
146,傈林,2018-09-19,9.5
146,傈林,2018-09-20,5.96
146,傈林,2018-09-21,4.23
146,傈林,2018-09-22,20.86
146,傈林,2018-09-23,14.08
146,傈林,2018-09-24,16.04
146,傈林,2018-09-25,22.61
146,傈林,2018-09-26,14.56
146,傈林,2018-09-27,21.71
146,傈林,2018-09-28,11.16
146,傈林,2018-09-29,19.73
146,傈林,2018-09-30,19.71
146,傈林,2018-10-01,12.4
146,傈林,2018-10-02,18.78
146,傈林,2018-10-03,20.63
146,傈林,2018-10-04,19.58
146,傈林,2018-10-05,2.06
146,傈林,2018-10-06,3.72
146,傈林,2018-10-07,18.87
146,傈林,2018-10-08,14.99
146,傈林,2018-10-09,9.03
146,傈林,2018-10-10,16.23
146,傈林,2018-10-11,17.49
146,傈林,2018-10-12,19.31
146,傈林,2018-10-13,18.64
146,傈林,2018-10-14,16.84
146,傈林,2018-10-15,15.55
146,傈林,2018-10-16,7.82
146,傈林,2018-10-17,17.23
146,傈林,2018-10-18,17.65
146,傈林,2018-10-19,17.89
146,傈林,2018-10-20,17.06
146,傈林,2018-10-21,17.21
146,傈林,2018-10-22,11.57
146,傈林,2018-10-23,10.55
146,傈林,2018-10-24,16.94
146,傈林,2018-10-25,16.42
146,傈林,2018-10-26,1.67
146,傈林,2018-10-27,6.93
146,傈林,2018-10-28,12.57
146,傈林,2018-10-29,8.52
146,傈林,2018-10-30,15.14
146,傈林,2018-10-31,12.93
146,傈林,2018-11-01,15.9
146,傈林,2018-11-02,15.52
146,傈林,2018-11-03,13.95
146,傈林,2018-11-04,14.27
146,傈林,2018-11-05,14.15
146,傈林,2018-11-06,11.94
146,傈林,2018-11-07,2.22
146,傈林,2018-11-08,1.39
146,傈林,2018-11-09,8.24
146,傈林,2018-11-10,10.32
146,傈林,2018-11-11,5.13
146,傈林,2018-11-12,12.76
146,傈林,2018-11-13,12.9
146,傈林,2018-11-14,12.5
146,傈林,2018-11-15,11.26
146,傈林,2018-11-16,3.94
146,傈林,2018-11-17,13.59
146,傈林,2018-11-18,4.51
146,傈林,2018-11-19,11.82
146,傈林,2018-11-20,12.73
146,傈林,2018-11-21,7.02
146,傈林,2018-11-22,13.16
146,傈林,2018-11-23,11.59
146,傈林,2018-11-24,2.79
146,傈林,2018-11-25,9.25
146,傈林,2018-11-26,12.02
146,傈林,2018-11-27,9.53
146,傈林,2018-11-28,6.89
146,傈林,2018-11-29,6.18
146,傈林,2018-11-30,11.2
146,傈林,2018-12-01,6.37
146,傈林,2018-12-02,9.54
146,傈林,2018-12-03,2.15
146,傈林,2018-12-04,4.11
146,傈林,2018-12-05,8.95
146,傈林,2018-12-06,4.98
146,傈林,2018-12-07,10.01
146,傈林,2018-12-08,9.45
146,傈林,2018-12-09,12.17
146,傈林,2018-12-10,11.68
146,傈林,2018-12-11,1.79
146,傈林,2018-12-12,11.3
146,傈林,2018-12-13,6.17
146,傈林,2018-12-14,11.23
146,傈林,2018-12-15,10.74
146,傈林,2018-12-16,5.18
146,傈林,2018-12-17,8.84
146,傈林,2018-12-18,7.29
146,傈林,2018-12-19,7.74
146,傈林,2018-12-20,6.18
146,傈林,2018-12-21,5.68
146,傈林,2018-12-22,9.64
146,傈林,2018-12-23,10.73
146,傈林,2018-12-24,11.06
146,傈林,2018-12-25,5.76
146,傈林,2018-12-26,9.42
146,傈林,2018-12-27,11.6
146,傈林,2018-12-28,10.09
146,傈林,2018-12-29,11.54
146,傈林,2018-12-30,10.74
146,傈林,2018-12-31,11.74
