瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
146,傈林,2016-03-09,18.6
146,傈林,2016-03-10,20.32
146,傈林,2016-03-11,19.83
146,傈林,2016-03-12,18.86
146,傈林,2016-03-13,7.38
146,傈林,2016-03-14,12.35
146,傈林,2016-03-15,20.25
146,傈林,2016-03-16,19.08
146,傈林,2016-03-17,18.27
146,傈林,2016-03-18,6.36
146,傈林,2016-03-19,17.11
146,傈林,2016-03-20,21.72
146,傈林,2016-03-21,20.86
146,傈林,2016-03-22,21.89
146,傈林,2016-03-23,18.28
146,傈林,2016-03-24,22.74
146,傈林,2016-03-25,22.44
146,傈林,2016-03-26,22.68
146,傈林,2016-03-27,21.32
146,傈林,2016-03-28,23.4
146,傈林,2016-03-29,13.71
146,傈林,2016-03-30,23.05
146,傈林,2016-03-31,15.62
146,傈林,2016-04-01,23.05
146,傈林,2016-04-02,18.1
146,傈林,2016-04-03,5.03
146,傈林,2016-04-04,12.3
146,傈林,2016-04-05,25.04
146,傈林,2016-04-06,11.7
146,傈林,2016-04-07,9.28
146,傈林,2016-04-08,20.84
146,傈林,2016-04-09,22.44
146,傈林,2016-04-10,22.14
146,傈林,2016-04-11,23.31
146,傈林,2016-04-12,20.96
146,傈林,2016-04-13,6.09
146,傈林,2016-04-14,15.65
146,傈林,2016-04-15,25.52
146,傈林,2016-04-16,6.27
146,傈林,2016-04-17,13.67
146,傈林,2016-04-18,19.37
146,傈林,2016-04-19,26.56
146,傈林,2016-04-20,11.65
146,傈林,2016-04-21,4.01
146,傈林,2016-04-22,24.02
146,傈林,2016-04-23,14.42
146,傈林,2016-04-24,26.1
146,傈林,2016-04-25,25.9
146,傈林,2016-04-26,20.91
146,傈林,2016-04-27,4.7
146,傈林,2016-04-28,14.64
146,傈林,2016-04-29,26.37
146,傈林,2016-04-30,26.1
146,傈林,2016-05-01,27.16
146,傈林,2016-05-02,18.01
146,傈林,2016-05-03,2.5
146,傈林,2016-05-04,29.17
146,傈林,2016-05-05,26.65
146,傈林,2016-05-06,24.44
146,傈林,2016-05-07,25.66
146,傈林,2016-05-08,23.87
146,傈林,2016-05-09,11.15
146,傈林,2016-05-10,3.42
146,傈林,2016-05-11,26.21
146,傈林,2016-05-12,29.54
146,傈林,2016-05-13,17.29
146,傈林,2016-05-14,29.38
146,傈林,2016-05-15,17.65
146,傈林,2016-05-16,25.99
146,傈林,2016-05-17,29.93
146,傈林,2016-05-18,29.84
146,傈林,2016-05-19,24.47
146,傈林,2016-05-20,29.44
146,傈林,2016-05-21,27.68
146,傈林,2016-05-22,28.44
146,傈林,2016-05-23,27.33
146,傈林,2016-05-24,5.85
146,傈林,2016-05-25,28.3
146,傈林,2016-05-26,23.2
146,傈林,2016-05-27,22.6
146,傈林,2016-05-28,20.25
146,傈林,2016-05-29,22.57
146,傈林,2016-05-30,28.58
146,傈林,2016-05-31,23.12
146,傈林,2016-06-01,21.65
146,傈林,2016-06-02,28
146,傈林,2016-06-03,25.87
146,傈林,2016-06-04,6.69
146,傈林,2016-06-05,27
146,傈林,2016-06-06,10.39
146,傈林,2016-06-07,14.54
146,傈林,2016-06-08,16.53
146,傈林,2016-06-09,26.02
146,傈林,2016-06-10,21.94
146,傈林,2016-06-11,17.21
146,傈林,2016-06-12,8.51
146,傈林,2016-06-13,17.64
146,傈林,2016-06-14,21.84
146,傈林,2016-06-15,9.89
146,傈林,2016-06-16,17.17
146,傈林,2016-06-17,28.35
146,傈林,2016-06-18,27.87
146,傈林,2016-06-19,27.54
146,傈林,2016-06-20,10.16
146,傈林,2016-06-21,20.71
146,傈林,2016-06-22,14.01
146,傈林,2016-06-23,22.84
146,傈林,2016-06-24,5.23
146,傈林,2016-06-25,27.49
146,傈林,2016-06-26,27.27
146,傈林,2016-06-27,10.14
146,傈林,2016-06-28,18.04
146,傈林,2016-06-29,12.25
146,傈林,2016-06-30,14.92
146,傈林,2016-07-01,8
146,傈林,2016-07-02,9.51
146,傈林,2016-07-03,4.87
146,傈林,2016-07-04,6.07
146,傈林,2016-07-05,16.08
146,傈林,2016-07-06,6.3
146,傈林,2016-07-07,17.65
146,傈林,2016-07-08,25.57
146,傈林,2016-07-09,26
146,傈林,2016-07-10,19.69
146,傈林,2016-07-11,10.07
146,傈林,2016-07-12,11.58
146,傈林,2016-07-13,17.09
146,傈林,2016-07-14,22.72
146,傈林,2016-07-15,16.03
146,傈林,2016-07-16,5.76
146,傈林,2016-07-17,17.29
146,傈林,2016-07-18,22.35
146,傈林,2016-07-19,21.9
146,傈林,2016-07-20,23.28
146,傈林,2016-07-21,20.55
146,傈林,2016-07-22,26.48
146,傈林,2016-07-23,24.91
146,傈林,2016-07-24,21.82
146,傈林,2016-07-25,24.85
146,傈林,2016-07-26,23.52
146,傈林,2016-07-27,19.78
146,傈林,2016-07-28,24.84
146,傈林,2016-07-29,19.54
146,傈林,2016-07-30,25.64
146,傈林,2016-07-31,25.22
146,傈林,2016-08-01,22.08
146,傈林,2016-08-02,11.13
146,傈林,2016-08-03,13.03
146,傈林,2016-08-04,19.65
146,傈林,2016-08-05,22.99
146,傈林,2016-08-06,18.59
146,傈林,2016-08-07,24.01
146,傈林,2016-08-08,24.51
146,傈林,2016-08-09,16.33
146,傈林,2016-08-10,20.98
146,傈林,2016-08-11,26.57
146,傈林,2016-08-12,25.66
146,傈林,2016-08-13,26.08
146,傈林,2016-08-14,20.89
146,傈林,2016-08-15,21.4
146,傈林,2016-08-16,25.73
146,傈林,2016-08-17,21.22
146,傈林,2016-08-18,18.12
146,傈林,2016-08-19,21.37
146,傈林,2016-08-20,21.91
146,傈林,2016-08-21,22.73
146,傈林,2016-08-22,23.72
146,傈林,2016-08-23,10.14
146,傈林,2016-08-24,23.08
146,傈林,2016-08-25,20.24
146,傈林,2016-08-26,3.03
146,傈林,2016-08-27,13.69
146,傈林,2016-08-28,9.38
146,傈林,2016-08-29,24.7
146,傈林,2016-08-30,11
146,傈林,2016-08-31,17.65
146,傈林,2016-09-01,18.59
146,傈林,2016-09-02,7.53
146,傈林,2016-09-03,21.36
146,傈林,2016-09-04,14.82
146,傈林,2016-09-05,17.07
146,傈林,2016-09-06,11.32
146,傈林,2016-09-07,12.61
146,傈林,2016-09-08,16.62
146,傈林,2016-09-09,19.9
146,傈林,2016-09-10,12.99
146,傈林,2016-09-11,14.02
146,傈林,2016-09-12,16.35
146,傈林,2016-09-13,20.37
146,傈林,2016-09-14,13.97
146,傈林,2016-09-15,19.16
146,傈林,2016-09-16,4.89
146,傈林,2016-09-17,2.07
146,傈林,2016-09-18,5.29
146,傈林,2016-09-19,16.08
146,傈林,2016-09-20,23.15
146,傈林,2016-09-21,15.47
146,傈林,2016-09-22,19.04
146,傈林,2016-09-23,18.84
146,傈林,2016-09-24,19.12
146,傈林,2016-09-25,8.92
146,傈林,2016-09-26,9.88
146,傈林,2016-09-27,13.85
146,傈林,2016-09-28,7.58
146,傈林,2016-09-29,4.9
146,傈林,2016-09-30,2.47
146,傈林,2016-10-01,4.89
146,傈林,2016-10-02,10.08
146,傈林,2016-10-03,3.83
146,傈林,2016-10-04,17.68
146,傈林,2016-10-05,7.52
146,傈林,2016-10-06,19.07
146,傈林,2016-10-07,9.39
146,傈林,2016-10-08,9.21
146,傈林,2016-10-09,20.14
146,傈林,2016-10-10,12.77
146,傈林,2016-10-11,10.8
146,傈林,2016-10-12,15.13
146,傈林,2016-10-13,10.34
146,傈林,2016-10-14,16.27
146,傈林,2016-10-15,14.29
146,傈林,2016-10-16,3.48
146,傈林,2016-10-17,9.6
146,傈林,2016-10-18,14.6
146,傈林,2016-10-19,9.93
146,傈林,2016-10-20,11.29
146,傈林,2016-10-21,6.06
146,傈林,2016-10-22,8.6
146,傈林,2016-10-23,4.48
146,傈林,2016-10-24,7.99
146,傈林,2016-10-25,5.48
146,傈林,2016-10-26,9.91
146,傈林,2016-10-27,6.82
146,傈林,2016-10-28,2.87
146,傈林,2016-10-29,10.18
146,傈林,2016-10-30,16.33
146,傈林,2016-10-31,3.23
146,傈林,2016-11-01,15.77
146,傈林,2016-11-02,15.12
146,傈林,2016-11-03,8.18
146,傈林,2016-11-04,12.12
146,傈林,2016-11-05,11.66
146,傈林,2016-11-06,11.91
146,傈林,2016-11-07,9.6
146,傈林,2016-11-08,12.17
146,傈林,2016-11-09,14.44
146,傈林,2016-11-10,4.42
146,傈林,2016-11-11,12.33
146,傈林,2016-11-12,12.05
146,傈林,2016-11-13,5.94
146,傈林,2016-11-14,5.9
146,傈林,2016-11-15,13.93
146,傈林,2016-11-16,10.05
146,傈林,2016-11-17,11.26
146,傈林,2016-11-18,5.51
146,傈林,2016-11-19,1.6
146,傈林,2016-11-20,11.38
146,傈林,2016-11-21,2.7
146,傈林,2016-11-22,4.98
146,傈林,2016-11-23,11.81
146,傈林,2016-11-24,12.32
146,傈林,2016-11-25,10.97
146,傈林,2016-11-26,1.99
146,傈林,2016-11-27,9.12
146,傈林,2016-11-28,11.37
146,傈林,2016-11-29,12.41
146,傈林,2016-11-30,3.93
146,傈林,2016-12-01,10.21
146,傈林,2016-12-02,12.69
146,傈林,2016-12-03,9.79
146,傈林,2016-12-04,4.66
146,傈林,2016-12-05,6.94
146,傈林,2016-12-06,12.27
146,傈林,2016-12-07,4.57
146,傈林,2016-12-08,9.72
146,傈林,2016-12-09,10.07
146,傈林,2016-12-10,12.16
146,傈林,2016-12-11,12.03
146,傈林,2016-12-12,6.73
146,傈林,2016-12-13,4.79
146,傈林,2016-12-14,7.47
146,傈林,2016-12-15,10.05
146,傈林,2016-12-16,11.77
146,傈林,2016-12-17,8.6
146,傈林,2016-12-18,5.74
146,傈林,2016-12-19,3.25
146,傈林,2016-12-20,8.53
146,傈林,2016-12-21,4.33
146,傈林,2016-12-22,.71
146,傈林,2016-12-23,2.51
146,傈林,2016-12-24,7.06
146,傈林,2016-12-25,10.27
146,傈林,2016-12-26,1.35
146,傈林,2016-12-27,11.07
146,傈林,2016-12-28,12.28
146,傈林,2016-12-29,10.99
146,傈林,2016-12-30,11.6
146,傈林,2016-12-31,4.02
