date,gangsu,price
2020-07-30,66.9,762
2020-07-31,23.2,729
2020-08-03,2.3,752
2020-08-04,,702
2020-08-05,20.1,706
2020-08-06,40.3,718
2020-08-07,140.7,780
2020-08-10,53.2,815
2020-08-11,22.1,865
2020-08-12,17.4,865
2020-08-13,,787
2020-08-14,,727
2020-08-18,,695
2020-08-19,,719
2020-08-20,,699
2020-08-21,,735
2020-08-24,,1103
2020-08-25,0.3,1203
2020-08-26,26.0,1309
2020-08-27,3.8,1471
2020-08-28,16.5,1471
2020-08-31,,1329
2020-09-01,0.0,1219
2020-09-02,63.2,1166
2020-09-03,31.1,1358
2020-09-04,,1498
2020-09-07,31.5,1306
2020-09-08,1.0,1347
2020-09-09,51.1,1296
2020-09-10,0.3,1284
2020-09-11,11.2,1274
2020-09-14,,1294
2020-09-15,,1274
2020-09-16,3.6,1223
2020-09-17,1.3,1285
2020-09-18,1.9,1285
2020-09-21,,1223
2020-09-22,,1233
2020-09-23,,1282
2020-09-24,,1313
2020-09-25,,1313
2020-09-28,,1343
2020-09-29,,1397
2020-10-05,,1383
2020-10-06,,1325
2020-10-07,,1243
2020-10-08,,1205
2020-10-12,,894
2020-10-13,,843
2020-10-14,,830
2020-10-15,,831
2020-10-16,,821
2020-10-19,,801
2020-10-20,,792
2020-10-21,8.8,770
2020-10-22,,736
2020-10-23,,717
2020-10-26,,655
2020-10-27,,618
2020-10-28,,610
2020-10-29,,577
2020-10-30,,587
2020-11-02,0.2,607
2020-11-03,0.4,619
2020-11-04,,619
2020-11-05,,629
2020-11-06,0.2,629
2020-11-09,,617
2020-11-10,,625
2020-11-11,,585
2020-11-12,,543
2020-11-13,,501
2020-11-16,,459
2020-11-17,1.1,505
2020-11-18,1.1,513
2020-11-19,22.5,593
2020-11-20,,563
2020-11-23,,565
2020-11-24,,523
2020-11-25,,523
2020-11-26,0.0,523
2020-11-27,,481
2020-11-30,,459
2020-12-01,,482
2020-12-02,,487
2020-12-03,,487
2020-12-07,,529
2020-12-08,,546
2020-12-09,,546
2020-12-10,,538
2020-12-11,,527
2020-12-14,,522
2020-12-15,,522
2020-12-16,,526
2020-12-17,,558
2020-12-18,0.1,569
2020-12-21,,599
2020-12-22,,646
2020-12-23,,645
2020-12-24,,641
2020-12-28,,612
2020-12-29,3.3,601
2020-12-30,2.2,609
2020-12-31,1.2,608
